Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,#ChatGPT,https://twitter.com/OliviaMesser/status/1648545972023095307,Olivia Messer ,https://twitter.com/OliviaMesser,2023-04-19,"Four members of a cheerleading team in Texas were shot Tuesday after the girls mistakenly tried to get into the wrong car. 18-year-old Payton Washington was shot in the leg and the back, damaging multiple organs. She was already competing with one lung.",https://pbs.twimg.com/card_img/1648481067756814342/E34HkkBY?format=jpg&name=small,https://twitter.com/OliviaMesser/status/1648545972023095307,False,618,"4,581",15.4K,3.4M
Post&amp;Comment,#ChatGPT,https://twitter.com/ChampionsLeague/status/1648441993570426881,UEFA Champions League,https://twitter.com/ChampionsLeague,2023-04-18,Fede outstanding. Again.#UCL,https://pbs.twimg.com/media/FuBwrhwaAAIYK1p?format=jpg&name=small,https://twitter.com/ChampionsLeague/status/1648441993570426881,False,272,"2,258",54.8K,1.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648633199835115520,B&S,https://twitter.com/_B___S,2023-04-19,"An albino peacock flying over a regular one, and it looks indeed his spirit or an out of body experience",https://pbs.twimg.com/media/FuEfJ36X0AAp6yc?format=jpg&name=small,https://twitter.com/_B___S/status/1648633199835115520,False,142,10.2K,88.5K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/hasanthehun/status/1648691771277467650,hasanabiAncommie,https://twitter.com/hasanthehun,2023-04-19,they’re retiring the number like it’s the jersey of an nba legend oh man,https://pbs.twimg.com/media/FuBYP1oX0AMYAlt?format=jpg&name=small,https://twitter.com/hasanthehun/status/1648691771277467650,False,159,"1,833",38.4K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/FabrizioRomano/status/1648576925873340416,Fabrizio Romano,https://twitter.com/FabrizioRomano,2023-04-19,"Rafa Leão on contract expiring in 2024 and new deal negotiations: “I want to stay here at Milan, yes — but there are some things to resolve. I’m still under contract for one more year, we’re in talks”, told Sky “I feel at home at AC Milan. I’m so, so happy to be here”.",https://pbs.twimg.com/media/FuDr9s_XgAIMXK4?format=jpg&name=small,https://twitter.com/FabrizioRomano/status/1648576925873340416,False,205,"1,670",36.9K,2.3M
Post&amp;Comment,#ChatGPT,https://twitter.com/hiitaylorblake/status/1648435549253042177,eco sister,https://twitter.com/hiitaylorblake,2023-04-18,ATTICUS UPDATE,,https://twitter.com/hiitaylorblake/status/1648435549253042177,False,534,512,19.9K,384.1K
Post&amp;Comment,#ChatGPT,https://twitter.com/MrLovenstein/status/1648668225658339328,J. L. Westover,https://twitter.com/MrLovenstein,2023-04-19,Secret Panel HERE  http://tapas.io/episode/2372654,https://pbs.twimg.com/media/FuE-5Z6XwAM7rfl?format=jpg&name=small,https://twitter.com/MrLovenstein/status/1648668225658339328,False,16,497,"5,391",81.8K
Post&amp;Comment,#ChatGPT,https://twitter.com/NiallHarbison/status/1648605633401454592,Niall Harbison,https://twitter.com/NiallHarbison,2023-04-19,There were a few people to help today so it was big bath day for the dogs…McMuffin incandescent with rage  Snoop very happy sitting shower  Brad Pitt soapy clean  Jumbo pretend angry Tina looking like a supermodel now Nap in the sun to dry off now,,https://twitter.com/NiallHarbison/status/1648605633401454592,False,136,370,"7,990",118.6K
Post&amp;Comment,#ChatGPT,https://twitter.com/fasc1nate/status/1648558955717697540,Fascinating,https://twitter.com/fasc1nate,2023-04-19,"Bear cub? Nope, it's a German Shepherd/Akita/Corgi mix",https://pbs.twimg.com/media/FuDbocyX0AIcQyk?format=jpg&name=small,https://twitter.com/fasc1nate/status/1648558955717697540,False,126,809,15.1K,708.1K
Post&amp;Comment,#ChatGPT,https://twitter.com/fasc1nate/status/1648532280510500870,Fascinating,https://twitter.com/fasc1nate,2023-04-19,"Native to the coast of South Africa, Black Rain Frogs are known for their perpetual grimace.",https://pbs.twimg.com/media/FuDDXx_XsAAPzIr?format=jpg&name=small,https://twitter.com/fasc1nate/status/1648532280510500870,False,269,"1,367",16.4K,821.5K
Post&amp;Comment,#ChatGPT,https://twitter.com/_B___S/status/1648731219566252034,B&S,https://twitter.com/_B___S,2023-04-19,Old dog teaches the new dog where the doggy-door is,,https://twitter.com/_B___S/status/1648731219566252034,False,80,"2,329",21.9K,446.1K
Post&amp;Comment,#ChatGPT,https://twitter.com/NiallHarbison/status/1648605633401454592,Niall Harbison,https://twitter.com/NiallHarbison,2023-04-19,There were a few people to help today so it was big bath day for the dogs…McMuffin incandescent with rage  Snoop very happy sitting shower  Brad Pitt soapy clean  Jumbo pretend angry Tina looking like a supermodel now Nap in the sun to dry off now,,https://twitter.com/NiallHarbison/status/1648605633401454592,False,136,370,"7,991",118.6K
Post&amp;Comment,#ChatGPT,https://twitter.com/hasanthehun/status/1648691771277467650,hasanabiAncommie,https://twitter.com/hasanthehun,2023-04-19,they’re retiring the number like it’s the jersey of an nba legend oh man,https://pbs.twimg.com/media/FuBYP1oX0AMYAlt?format=jpg&name=small,https://twitter.com/hasanthehun/status/1648691771277467650,False,159,"1,834",38.5K,1.8M
Post&amp;Comment,#ChatGPT,https://twitter.com/SpaceX/status/1648695960657334275,SpaceX,https://twitter.com/SpaceX,2023-04-19,Liftoff!,,https://twitter.com/SpaceX/status/1648695960657334275,False,956,"3,495",30.9K,3.4M
Post&amp;Comment,#ChatGPT,https://twitter.com/theweeknd/status/1648734439223222277,The Weeknd,https://twitter.com/theweeknd,2023-04-19,new song “DOUBLE FANTASY” ft. @1future out tomorrow night : http://theweeknd.co/DoubleFantasy,https://pbs.twimg.com/media/FuF7O_hacAU3Xm5?format=jpg&name=small,https://twitter.com/theweeknd/status/1648734439223222277,False,633,"1,810","9,729",280.5K
Post&amp;Comment,#ChatGPT,https://twitter.com/CNN/status/1648661504529518593,CNN,https://twitter.com/CNN,2023-04-19,Authorities have arrested the man they say shot two teenage cheerleaders after one said she mistook the suspect's vehicle as her own in a supermarket parking lot near Texas' capital.,https://pbs.twimg.com/card_img/1648659047271333891/DgBjZ47Q?format=jpg&name=small,https://twitter.com/CNN/status/1648661504529518593,False,966,"1,393","4,072",1.4M
Post&amp;Comment,#ChatGPT,https://twitter.com/SpaceX/status/1648695960657334275,SpaceX,https://twitter.com/SpaceX,2023-04-19,Liftoff!,,https://twitter.com/SpaceX/status/1648695960657334275,False,957,"3,497",31K,3.4M
Post&amp;Comment,#ChatGPT,https://twitter.com/shannonrwatts/status/1648564920798019588,Shannon Watts,https://twitter.com/shannonrwatts,2023-04-19,Payton Washington is in the ICU after she was shot for getting in the wrong car in TexasKaylin Gillis was shot to death for driving into the wrong driveway in New YorkRalph Yarl was shot in the head for ringing the doorbell at the wrong house in MissouriIt’s the guns,https://pbs.twimg.com/media/FuDhDpoakAERTb1?format=jpg&name=900x900,https://twitter.com/shannonrwatts/status/1648564920798019588,False,"1,489",17.6K,63.9K,2.9M
Post&amp;Comment,#ChatGPT,https://twitter.com/Rainmaker1973/status/1648723659010211844,MassimoLevandov,https://twitter.com/Rainmaker1973,2023-04-19,"Interspecies relationships are more common in captivity than in the wild, like this young gorilla from the Taipei Zoo trying to make friends with a muntjac deer[read more: https://buff.ly/40ocHXJ][ Gorilla D'jeeco Family: https://buff.ly/43J70GD]",,https://twitter.com/Rainmaker1973/status/1648723659010211844,False,34,247,"2,379",132.4K
Post&amp;Comment,#ChatGPT,https://twitter.com/brfootball/status/1648431134559330304,B/R Football,https://twitter.com/brfootball,2023-04-18,Milan reach the Champions League semifinals for the first time since 2007.They won the whole thing that year,https://pbs.twimg.com/media/FuBnO7mXwAAfdq1?format=jpg&name=small,https://twitter.com/brfootball/status/1648431134559330304,False,186,"3,419",40.8K,1.6M
Post&amp;Comment,#ChatGPT,https://twitter.com/vidsthatgohard/status/1648713456403750914,vids that go hardThe Wrestling Room (Pat Mineo),https://twitter.com/vidsthatgohard,2023-04-19,why he have do that,,https://twitter.com/vidsthatgohard/status/1648713456403750914,False,582,706,15.9K,3.6M
Post&amp;Comment,#ChatGPT,https://twitter.com/fasc1nate/status/1648532280510500870,Fascinating,https://twitter.com/fasc1nate,2023-04-19,"Native to the coast of South Africa, Black Rain Frogs are known for their perpetual grimace.",https://pbs.twimg.com/media/FuDDXx_XsAAPzIr?format=jpg&name=small,https://twitter.com/fasc1nate/status/1648532280510500870,False,269,"1,367",16.4K,822K
Post&amp;Comment,#ChatGPT,https://twitter.com/keithboykin/status/1648451789107367942,Keith Boykin,https://twitter.com/keithboykin,2023-04-18,Republicans have blocked Democrats' plan to replace Dianne Feinstein on the Senate Judiciary Committee.This leaves Democrats unable to move on Biden’s judicial nominees and the committee unable to issue subpoenas to investigate Justice Clarence Thomas.,https://pbs.twimg.com/card_img/1648441864922734600/uIJCUrHc?format=jpg&name=small,https://twitter.com/keithboykin/status/1648451789107367942,False,"2,200","5,133",13.5K,1.6M
Post&amp;Comment,#ChatGPT,https://twitter.com/ESPNFC/status/1648432470097002498,ESPN FC,https://twitter.com/ESPNFC,2023-04-18,Courtois appeared to kiss the Real Madrid badge in front of Chelsea fans,https://pbs.twimg.com/media/FuBol_xWIAA-lXx?format=jpg&name=small,https://twitter.com/ESPNFC/status/1648432470097002498,False,381,"1,899",40.4K,2M
